id,cidade,area,quartos,banheiros,estacionamento,andares,animais,moveis,taxa_condominio,aluguel,seguro_incendio,total
1870,Belo Horizonte,100,3,1,1,2,true,true,15000,120000,,136600
1871,São Paulo,156,2,3,2,8,true,true,204000,1359000,,1609000
1872,São Paulo,300,3,4,3,1,true,true,300000,400000,,705100
1873,São Paulo,39,1,1,1,3,true,true,68000,250000,,332700
1874,São Paulo,150,4,3,4,-,true,true,0,300000,,354600
1875,São Paulo,140,2,3,4,10,true,true,230000,617000,,896600
1876,São Paulo,240,4,4,3,1,true,true,280000,420000,,784600
1877,São Paulo,70,2,1,0,-,true,true,0,130000,,139000
1878,Campinas,462,4,7,4,-,true,true,0,500000,,566600
1879,Campinas,67,3,1,1,1,true,true,35100,89000,,129300
1880,Belo Horizonte,100,2,1,0,-,true,true,0,120000,,128300
1881,Belo Horizonte,113,3,3,1,1,true,true,35000,110000,,155300
1882,São Paulo,99,3,2,1,3,true,true,39000,250000,,301200
1883,São Paulo,120,2,1,1,-,true,true,0,210000,,230700
1884,São Paulo,110,3,2,3,-,true,true,0,260000,,304000
1885,Porto Alegre,38,1,1,1,5,true,true,34200,98000,,138800
1886,Campinas,100,3,1,1,7,true,true,99900,109000,,219700
1887,Rio de Janeiro,135,4,2,2,7,true,true,137800,420000,,610100
1888,Rio de Janeiro,130,3,2,1,10,true,true,133800,325000,,508000
1889,Belo Horizonte,80,3,2,1,1,true,true,30500,120000,,164300
1890,São Paulo,300,3,2,5,-,true,true,0,1150000,,1367000
1891,Belo Horizonte,72,2,1,2,4,true,true,19500,130000,,161000
1892,São Paulo,70,3,2,2,3,true,true,105800,165900,,278300
1893,São Paulo,395,4,4,3,16,true,true,213700,1500000,,1816000
1894,Porto Alegre,540,6,8,3,-,true,true,0,1500000,,1573000
1895,São Paulo,318,4,6,4,13,true,true,345000,1016000,,1374000
1896,Belo Horizonte,42,2,1,1,5,true,true,17000,90000,,110900
1897,Rio de Janeiro,52,1,1,1,1,true,true,61300,140000,,205400
1898,São Paulo,167,3,2,1,7,true,true,178700,1085000,,1331000
1899,São Paulo,50,1,1,0,6,true,true,46700,120900,,181300
1900,Campinas,65,2,2,1,4,true,true,41200,100000,,147000
1901,São Paulo,140,4,4,3,5,true,true,180000,360000,,602900
1902,São Paulo,92,3,1,1,3,true,true,34000,160000,,196500
1903,Belo Horizonte,150,4,3,3,5,true,true,120000,330000,,483700
1904,Campinas,60,1,1,0,3,true,true,25000,130000,,164200
1905,Belo Horizonte,308,4,5,6,18,true,true,200000,1350000,,1585000
1906,São Paulo,159,2,3,1,8,true,true,127600,323000,,459600
1907,São Paulo,240,3,5,4,-,true,true,0,750000,,807200
1908,Porto Alegre,65,3,2,0,5,true,true,45000,169000,,225100
1909,São Paulo,200,3,2,2,-,true,true,0,500000,,524300
1910,Campinas,130,3,5,2,2,true,true,117000,361000,,503500
1911,Rio de Janeiro,21,1,1,0,11,true,true,51900,120000,,173500
1912,São Paulo,68,2,1,1,5,true,true,52500,160000,,228800
1913,Porto Alegre,40,1,1,0,4,true,true,45000,90000,,140200
1914,Belo Horizonte,310,4,3,6,-,true,true,0,310000,,333800
1915,Campinas,103,2,1,1,4,true,true,63500,106000,,179300
1916,Rio de Janeiro,650,5,7,4,-,true,true,410000,1500000,,2357000
1917,Campinas,30,1,1,0,5,true,true,38000,50000,,89700
1918,Belo Horizonte,155,4,5,3,5,true,true,120000,500000,,686000
1919,São Paulo,107,2,2,1,-,true,true,40000,260000,,303300
1920,São Paulo,340,4,5,5,16,true,true,520000,1200000,,2075000
1921,Belo Horizonte,70,3,1,0,3,true,true,27500,120000,,159500
1922,Belo Horizonte,58,2,2,1,4,true,true,31000,95000,,135900
1923,São Paulo,70,3,2,1,6,true,true,56900,330000,,407000
1924,São Paulo,240,3,3,0,-,true,true,30000,430000,,495700
1925,Rio de Janeiro,130,3,2,1,5,true,true,130000,280000,,443700
1926,São Paulo,310,5,6,5,5,true,true,690000,1000000,,1886000
1927,Rio de Janeiro,60,1,1,1,10,true,true,73100,130000,,210200
1928,São Paulo,319,4,6,5,16,true,true,500000,1005000,,1808000
1929,Porto Alegre,81,2,1,0,2,true,true,35000,115000,,152200
1930,Belo Horizonte,306,3,5,0,-,true,true,0,800000,,813200
1931,São Paulo,113,2,2,1,6,true,true,100000,300000,,408900
1932,São Paulo,280,3,4,2,3,true,true,400000,600000,,1114000
1933,São Paulo,270,3,3,3,16,true,true,280000,1300000,,1692000
1934,São Paulo,78,2,1,1,7,true,true,64500,200000,,270600
1935,São Paulo,60,1,2,1,-,true,true,0,150000,,155300
1936,São Paulo,30,1,1,0,-,true,true,0,75000,,82100
1937,Rio de Janeiro,58,2,1,1,10,true,true,59400,80000,,148200
1938,Rio de Janeiro,65,1,1,0,2,true,true,35000,180000,,220400
1939,São Paulo,58,1,1,1,1,true,true,58000,174000,,241800
1940,São Paulo,22,1,1,0,25,true,true,38500,210000,,255200
1941,São Paulo,32,1,1,1,13,true,true,81100,320000,,422600
1942,Campinas,176,3,5,3,3,true,true,135000,520000,,705800
1943,Belo Horizonte,350,7,5,4,-,true,true,0,750000,,798000
1944,São Paulo,260,4,4,2,5,true,true,257000,440000,,761000
1945,São Paulo,100,2,1,0,-,true,true,0,230000,,253300
1946,Rio de Janeiro,65,1,1,0,10,true,true,75000,350000,,443800
1947,Rio de Janeiro,600,7,6,1,12,true,true,130000,1500000,,1766000
1948,Rio de Janeiro,300,4,3,1,-,true,true,0,500000,,544400
1949,São Paulo,430,4,3,4,-,true,true,0,850000,,1006000
1950,São Paulo,260,5,5,4,20,true,true,400000,800000,,1472000
1951,Belo Horizonte,211,3,4,3,-,true,true,0,840000,,883000
1952,Campinas,103,3,2,1,9,true,true,88500,180000,,282100
1953,Porto Alegre,62,2,2,0,2,true,true,40000,155600,,207900
1954,Rio de Janeiro,80,2,2,1,1,true,true,110000,349900,,485000
1955,São Paulo,60,1,1,1,-,true,true,0,118000,,119800
1956,São Paulo,27,1,1,0,5,true,true,140400,350000,,495000
1957,São Paulo,486,4,6,5,8,true,true,461400,486100,,1331000
1958,São Paulo,40,1,1,1,12,true,true,48000,168000,,228400
1959,Rio de Janeiro,60,2,1,0,7,true,true,80600,280000,,374000
1960,Rio de Janeiro,64,2,2,0,10,true,true,66500,220000,,299800
1961,Campinas,660,5,7,4,17,true,true,538100,1000000,,1661000
1962,São Paulo,62,3,2,1,5,true,true,48700,240000,,297200
1963,Porto Alegre,50,2,1,1,3,true,true,18000,94600,,114000
1964,São Paulo,380,3,4,4,-,true,true,0,800000,,907300
1965,Campinas,134,3,3,2,7,true,true,100000,250000,,370900
1966,São Paulo,74,2,2,0,4,true,true,110500,360000,,496100
1967,Belo Horizonte,68,2,2,1,5,true,true,118300,250000,,392400
1968,Rio de Janeiro,33,1,1,0,2,true,true,47000,160000,,216300
1969,São Paulo,60,2,1,0,-,true,true,0,110000,,111700
1970,São Paulo,50,1,1,1,25,true,true,70700,370000,,448400
1971,São Paulo,57,2,2,2,6,true,true,83400,163000,,267400
1972,São Paulo,39,1,1,1,4,true,true,52900,99500,,158600
1973,Porto Alegre,45,1,1,1,1,true,true,3000,76000,,80200
1974,São Paulo,221,3,2,2,7,true,true,198000,450000,,673800
1975,São Paulo,140,3,2,0,8,true,true,250000,179900,,469700
1976,Rio de Janeiro,650,5,4,2,9,true,true,571800,900000,,1627000
1977,São Paulo,210,5,4,1,-,true,true,0,1500000,,1689000
1978,Belo Horizonte,100,4,2,3,10,true,true,102700,260000,,390000
1979,Rio de Janeiro,220,3,3,2,4,true,true,250000,900000,,1198000
1980,São Paulo,42,1,1,0,1,true,true,40000,115000,,159200
1981,Rio de Janeiro,98,3,2,0,7,true,true,89100,300000,,411500
1982,Rio de Janeiro,150,3,1,2,2,true,true,329000,520000,,926800
1983,São Paulo,170,3,3,4,-,true,true,0,350000,,377500
1984,São Paulo,60,2,1,0,-,true,true,100,161000,,163600
1985,São Paulo,120,3,4,2,-,true,true,18700,345000,,383800
1986,São Paulo,142,2,3,2,18,true,true,140000,355000,,548700
1987,Porto Alegre,90,2,2,1,18,true,true,50000,250000,,312100
1988,São Paulo,140,3,3,2,3,true,true,240000,600000,,897700
1989,Rio de Janeiro,26,1,1,0,3,true,true,32500,120000,,156700
1990,São Paulo,20,1,1,0,-,true,true,0,79000,,80100
1991,Porto Alegre,24,1,1,1,-,true,true,0,55000,,55900
1992,Rio de Janeiro,140,3,2,0,5,true,true,35000,290000,,348200
1993,Belo Horizonte,134,4,2,3,1,true,true,65000,300000,,400300
1994,São Paulo,400,5,4,2,12,true,true,267500,200000,,553300
1995,Rio de Janeiro,18,1,1,0,3,true,true,62800,65000,,133600
1996,Rio de Janeiro,62,1,1,1,8,true,true,155000,280000,,456900
1997,São Paulo,192,3,3,3,16,true,true,179000,650000,,900300
1998,São Paulo,80,3,2,1,6,true,true,85000,179000,,279100
1999,Porto Alegre,38,1,1,1,9,true,true,35000,290000,,333500
2000,Belo Horizonte,112,2,3,2,10,true,true,44200,140000,,195300
2001,Rio de Janeiro,15,1,1,0,1,true,true,50000,110000,,161500
2002,São Paulo,29,1,1,0,5,true,true,25700,104300,,131400
2003,Belo Horizonte,55,2,1,1,1,true,true,20000,105000,,126400
2004,São Paulo,88,3,1,2,5,true,true,190000,250000,,451600
2005,São Paulo,100,4,1,0,-,true,true,0,160000,,172500
2006,Belo Horizonte,92,3,2,1,1,true,true,26800,180000,,223300
2007,Rio de Janeiro,154,4,2,2,2,true,true,185000,425000,,646800
2008,São Paulo,240,4,3,3,6,true,true,285000,1200000,,1570000
2009,Porto Alegre,28,1,1,0,1,true,true,0,134000,,136400
2010,São Paulo,50,1,1,0,-,true,true,0,125000,,130300
2011,São Paulo,180,3,3,2,4,true,true,210000,800000,,1062000
2012,São Paulo,35,1,1,0,3,true,true,15000,85000,,101100
2013,Rio de Janeiro,64,2,1,1,2,true,true,0,350000,,354600
2014,São Paulo,60,2,1,1,8,true,true,55000,131000,,188200
2015,São Paulo,239,4,4,3,-,true,true,0,595000,,654000
2016,São Paulo,130,3,2,1,10,true,true,110000,230000,,353900
2017,Campinas,85,2,2,0,6,true,true,81000,91800,,183800
2018,Rio de Janeiro,75,2,2,1,9,true,true,65000,200000,,298600
2019,São Paulo,90,2,2,1,-,true,true,0,180000,,182800
2020,Belo Horizonte,100,3,1,1,2,true,true,30000,150000,,190500
2021,São Paulo,70,2,2,1,1,true,true,67000,145000,,213900
2022,Rio de Janeiro,86,3,1,0,3,true,true,80000,125800,,215500
2023,Rio de Janeiro,29,1,1,0,2,true,true,48400,150000,,203000
2024,Porto Alegre,82,2,2,1,5,true,true,45000,170000,,224200
2025,São Paulo,55,2,1,1,5,true,true,64000,162500,,228600
2026,Porto Alegre,47,1,1,1,1,true,true,40000,220000,,263300
2027,São Paulo,33,1,1,0,15,true,true,55000,400000,,460100
2028,Campinas,50,1,1,1,11,true,true,65000,180000,,260300
2029,São Paulo,159,4,2,0,3,true,true,206400,190000,,462300
2030,Belo Horizonte,62,3,2,1,4,true,true,23000,110000,,140800
2031,São Paulo,80,2,1,2,-,true,true,0,156900,,159300
2032,São Paulo,170,3,4,3,21,true,true,150000,500000,,701400
2033,Porto Alegre,68,2,2,1,1,true,true,40000,180000,,230900
2034,São Paulo,300,4,4,3,-,true,true,0,508000,,544100
2035,Porto Alegre,50,2,1,1,2,true,true,10000,146000,,158200
2036,Rio de Janeiro,80,2,2,1,10,true,true,82400,200000,,312900
2037,Porto Alegre,40,2,1,1,3,true,true,30000,82000,,116400
2038,São Paulo,270,3,4,2,6,true,true,289000,650000,,957300
2039,Porto Alegre,75,3,1,1,1,true,true,36000,110000,,152400
2040,Porto Alegre,60,1,2,2,15,true,true,50000,280000,,335800
2041,São Paulo,300,4,5,4,1,true,true,360000,750000,,1253000
2042,Belo Horizonte,73,2,1,2,1,true,true,15000,120000,,142800
2043,Belo Horizonte,85,2,1,1,1,true,true,23000,100000,,130500
2044,São Paulo,100,3,3,1,-,true,true,0,240000,,243700
2045,Porto Alegre,49,1,1,0,7,true,true,31000,68000,,102100
2046,São Paulo,35,1,1,0,5,true,true,42000,180000,,224300
2047,São Paulo,240,3,4,1,6,true,true,170000,1485000,,1714000
2048,São Paulo,45,1,1,0,-,true,true,0,90000,,91400
2049,São Paulo,55,2,1,1,9,true,true,56500,280000,,340100
2050,São Paulo,305,4,3,4,6,true,true,342800,1100000,,1670000
2051,Belo Horizonte,622,5,5,6,-,true,true,0,1000000,,1109000
2052,Belo Horizonte,55,2,1,1,2,true,true,25000,120000,,153300
2053,Rio de Janeiro,42,1,1,0,12,true,true,60000,230000,,309700
2054,Belo Horizonte,132,3,3,2,2,true,true,0,150000,,172700
2055,Belo Horizonte,53,2,1,0,6,true,true,62600,85000,,156400
2056,São Paulo,998,7,10,4,-,true,true,0,1500000,,2023000
2057,São Paulo,22,1,1,0,4,true,true,35000,241000,,279100
2058,Rio de Janeiro,35,1,1,0,12,true,true,35000,85000,,127100
2059,São Paulo,189,4,2,2,4,true,true,197000,800000,,1063000
2060,São Paulo,375,4,5,3,-,true,true,0,900000,,998600
2061,São Paulo,65,2,1,1,3,true,true,31500,140000,,178000
2062,São Paulo,462,4,6,4,-,true,true,0,800000,,920200
2063,São Paulo,150,2,1,0,1,true,true,18000,228500,,259400
2064,Campinas,350,2,2,2,-,true,true,0,430000,,451500
2065,São Paulo,260,4,5,4,15,true,true,347100,750000,,1107000
2066,Porto Alegre,61,1,1,0,-,true,true,8000,110000,,135700
2067,São Paulo,175,4,3,2,-,true,true,0,289000,,293400
2068,Porto Alegre,70,2,1,0,-,true,true,27000,180000,,212000
2069,Rio de Janeiro,60,2,1,1,10,true,true,52000,150000,,212000
2070,Campinas,296,6,4,8,-,true,true,0,520000,,565400
2071,Rio de Janeiro,96,2,2,1,10,true,true,99500,290000,,404200
2072,São Paulo,150,4,2,3,2,true,true,303000,737700,,1130000
2073,São Paulo,375,4,4,3,-,true,true,0,640000,,657200
2074,Campinas,70,3,1,1,1,true,true,60000,150000,,213700
2075,São Paulo,127,4,3,2,4,true,true,104000,493000,,650500
2076,Belo Horizonte,67,2,2,2,3,true,true,85000,280000,,368800
2077,São Paulo,50,1,2,1,1,true,true,75000,330000,,430600
2078,Rio de Janeiro,56,2,1,0,4,true,true,50200,150000,,202200
2079,São Paulo,55,2,1,1,19,true,true,60800,210000,,281900
2080,São Paulo,34,1,1,0,-,true,true,0,90000,,96000
2081,Campinas,68,2,1,0,4,true,true,49800,93000,,148800
2082,São Paulo,80,2,1,0,4,true,true,40000,177700,,220000
2083,Campinas,120,3,1,1,3,true,true,65000,180000,,255300
2084,Campinas,50,1,1,1,10,true,true,71800,160000,,235200
2085,Campinas,78,2,2,1,1,true,true,43200,120000,,177500
2086,Rio de Janeiro,90,2,2,1,9,true,true,88000,380000,,480900
2087,Belo Horizonte,320,5,4,6,-,true,true,0,800000,,871600
2088,Rio de Janeiro,560,5,6,4,14,true,true,219000,263300,,599000
2089,Rio de Janeiro,25,1,1,0,8,true,true,60000,185000,,249900
2090,Porto Alegre,37,1,1,0,3,true,true,27000,65000,,95300
2091,Rio de Janeiro,95,3,1,0,16,true,true,104800,360000,,497800
2092,São Paulo,130,3,3,2,7,true,true,140000,165000,,348500
2093,Belo Horizonte,270,5,4,6,-,true,true,0,391000,,408800
2094,Belo Horizonte,40,1,1,0,-,true,true,0,65000,,72000
2095,Belo Horizonte,65,2,2,3,7,true,true,36600,145000,,194600
2096,São Paulo,45,1,1,0,22,true,true,35000,101500,,141100
2097,São Paulo,20,1,1,0,1,true,true,0,206000,,208700
2098,São Paulo,720,4,5,5,17,true,true,647100,650000,,1657000
2099,Belo Horizonte,80,3,2,2,1,true,true,28000,250000,,294000
2100,Belo Horizonte,90,2,1,0,1,true,true,0,100000,,105300
2101,São Paulo,60,1,2,0,-,true,true,0,106200,,107900
2102,Belo Horizonte,45,1,1,1,4,true,true,155000,340000,,519400
2103,São Paulo,100,1,2,0,-,true,true,432000,310000,,746000
2104,Belo Horizonte,553,4,6,3,3,true,true,280000,1087000,,1527000
2105,São Paulo,250,4,3,2,-,true,true,0,390000,,443400
2106,Campinas,92,3,2,3,17,true,true,64300,370000,,468900
2107,São Paulo,98,1,2,0,27,true,true,317700,1500000,,1850000
2108,Campinas,114,3,2,1,4,true,true,96700,140000,,256100
2109,São Paulo,27,1,1,1,6,true,true,65000,190000,,263400
2110,Porto Alegre,225,1,2,0,-,true,true,0,350000,,378100
2111,São Paulo,30,1,1,0,3,true,true,38000,170000,,210200
2112,Porto Alegre,135,3,3,4,5,true,true,20000,400000,,425900
2113,Campinas,150,4,3,4,-,true,true,75000,400000,,514500
2114,Belo Horizonte,190,4,2,0,10,true,true,100000,558000,,707200
2115,Porto Alegre,47,1,1,1,1,true,true,40000,220000,,263300
2116,Rio de Janeiro,120,3,1,1,-,true,true,0,115000,,123500
2117,São Paulo,90,3,2,1,4,true,true,90000,206600,,308500
2118,São Paulo,350,4,5,2,-,true,true,0,750000,,761300
2119,São Paulo,160,3,4,2,-,true,true,0,430000,,457400
2120,Rio de Janeiro,150,3,2,0,5,true,true,180000,250000,,453300
2121,Rio de Janeiro,35,1,1,0,3,true,true,79000,200000,,290200
2122,Porto Alegre,25,1,1,0,-,true,true,0,55000,,55900
2123,São Paulo,240,4,4,4,26,true,true,325000,1300000,,1754000
2124,São Paulo,150,4,2,2,13,true,true,170000,440000,,619300
2125,Rio de Janeiro,20,1,1,0,-,true,true,0,70000,,71000
2126,Campinas,85,3,2,1,4,true,true,69000,134100,,214700
2127,São Paulo,50,2,1,1,6,true,true,40000,190000,,231500
2128,São Paulo,197,3,3,2,8,true,true,420000,600000,,1165000
2129,São Paulo,70,3,2,1,7,true,true,80000,280000,,370300
2130,Rio de Janeiro,220,3,2,2,8,true,true,185000,350000,,566100
2131,Belo Horizonte,270,4,3,2,3,true,true,120000,480000,,630500
2132,Porto Alegre,100,3,2,2,2,true,true,65000,249900,,327800
2133,São Paulo,195,4,6,3,12,true,true,140000,800000,,1025000
2134,São Paulo,160,3,3,2,-,true,true,0,420000,,460600
2135,São Paulo,470,4,6,3,-,true,true,0,720000,,844300
2136,Campinas,60,3,2,1,5,true,true,36600,120000,,158200
2137,São Paulo,300,4,4,3,-,true,true,0,1290000,,1368000
2138,São Paulo,330,5,6,2,11,true,true,80000,895000,,1011000
2139,Porto Alegre,109,1,2,2,3,true,true,49600,430000,,494600
2140,São Paulo,240,4,5,4,15,true,true,370000,1200000,,1685000
2141,São Paulo,150,3,2,5,-,true,true,0,230000,,259500
2142,São Paulo,200,3,2,1,2,true,true,175000,450000,,668300
2143,Belo Horizonte,140,4,3,1,2,true,true,47500,230000,,297300
2144,São Paulo,106,2,2,2,1,true,true,117000,1060000,,1224000
2145,Porto Alegre,92,2,2,1,2,true,true,64500,210000,,538600
2146,São Paulo,35,1,1,1,7,true,true,38000,220000,,270800
2147,São Paulo,70,3,2,1,3,true,true,120000,290000,,416200
2148,São Paulo,74,2,1,2,9,true,true,110000,660000,,820800
2149,São Paulo,69,2,2,2,5,true,true,85300,190000,,298800
2150,São Paulo,50,1,1,0,-,true,true,0,83000,,84300
2151,Porto Alegre,450,5,3,6,-,true,true,0,476000,,493900
2152,Rio de Janeiro,68,2,1,0,5,true,true,59300,100000,,200600
2153,São Paulo,71,1,1,1,11,true,true,165000,300000,,492700
2154,Rio de Janeiro,69,2,1,1,9,true,true,50000,137000,,194400
2155,Belo Horizonte,32,1,1,1,9,true,true,19700,150000,,184300
2156,São Paulo,57,2,1,1,8,true,true,35000,180000,,222300
2157,São Paulo,28,1,1,0,1,true,true,50000,220000,,280000
2158,São Paulo,39,1,1,0,8,true,true,30000,200000,,232600
2159,Porto Alegre,140,3,3,0,2,true,true,75000,170000,,260000
2160,São Paulo,160,3,3,2,-,true,true,0,450000,,477700
2161,São Paulo,235,3,3,1,3,true,true,258500,515000,,837600
2162,São Paulo,171,3,2,1,13,true,true,120000,220000,,372800
2163,Rio de Janeiro,139,3,2,2,1,true,true,204700,600000,,866500
2164,Belo Horizonte,160,4,3,2,5,true,true,76300,230000,,332400
2165,Campinas,60,2,1,1,-,true,true,48500,80000,,135600
2166,São Paulo,134,3,3,3,8,true,true,168000,212500,,420700
2167,Belo Horizonte,70,2,1,1,11,true,true,89700,130000,,234000
2168,Rio de Janeiro,57,2,1,0,1,true,true,10000,153000,,165000
2169,São Paulo,240,3,3,4,6,true,true,260000,550000,,1000000
2170,São Paulo,50,1,1,0,-,true,true,0,80000,,84700
2171,Rio de Janeiro,120,3,2,1,8,true,true,147000,355000,,525600
2172,Porto Alegre,200,3,3,4,2,true,true,290000,120000,,437800
2173,São Paulo,572,6,6,4,-,true,true,0,780000,,1028000
2174,São Paulo,145,2,2,1,1,true,true,146300,400000,,551400
2175,Belo Horizonte,70,2,1,2,1,true,true,8000,120000,,139300
2176,Rio de Janeiro,85,2,2,1,2,true,true,370000,800000,,1246000
2177,Belo Horizonte,140,3,2,0,2,true,true,0,300000,,324200
2178,São Paulo,260,4,5,5,6,true,true,300000,1250000,,1733000
2179,São Paulo,211,4,4,4,2,true,true,180000,339000,,600800
2180,Campinas,58,2,1,1,2,true,true,28000,65000,,93900
2181,Rio de Janeiro,110,1,1,2,3,true,true,193600,450000,,683500
2182,São Paulo,72,2,2,0,10,true,true,82000,150000,,241000
2183,São Paulo,700,4,7,8,-,true,true,0,4500000,,5443000
2184,São Paulo,68,1,2,1,5,true,true,104000,600000,,734600
2185,Rio de Janeiro,100,3,3,2,8,true,true,116700,270000,,399700
2186,São Paulo,240,3,2,0,7,true,true,171700,650000,,874400
2187,Rio de Janeiro,104,3,1,0,6,true,true,78400,350000,,452500
2188,Campinas,70,1,1,1,2,true,true,29000,160000,,198100
2189,São Paulo,67,1,1,1,14,true,true,92000,260000,,362500
2190,Belo Horizonte,160,4,2,5,-,true,true,0,378000,,400900
2191,Belo Horizonte,64,3,1,0,3,true,true,21500,140000,,166100
2192,São Paulo,140,3,3,5,8,true,true,200000,800000,,1081000
2193,Campinas,38,1,1,0,3,true,true,37600,75000,,115100
2194,São Paulo,34,1,1,0,12,true,true,37200,270000,,316400
2195,São Paulo,54,2,1,0,7,true,true,53500,200100,,256200
2196,São Paulo,54,1,1,1,1,true,true,105000,720000,,859200
2197,São Paulo,200,3,2,4,-,true,true,0,350000,,405300
2198,São Paulo,107,3,2,2,1,true,true,112200,260000,,410500
2199,Rio de Janeiro,70,2,2,0,11,true,true,87900,155000,,252600
2200,São Paulo,20,1,1,0,5,true,true,60200,180000,,255500
2201,São Paulo,86,2,1,1,5,true,true,100200,234000,,335000
2202,Rio de Janeiro,30,1,1,1,-,true,true,0,148000,,152500
2203,Porto Alegre,108,3,2,1,3,true,true,82600,200000,,294500
2204,São Paulo,250,4,3,4,-,true,true,0,270000,,289500
2205,São Paulo,80,2,1,0,4,true,true,74000,220000,,306000
2206,Rio de Janeiro,73,2,1,1,8,true,true,102200,110000,,213700
2207,Porto Alegre,45,1,1,1,3,true,true,25000,120500,,154500
2208,São Paulo,45,2,2,0,-,true,true,0,165000,,175900
2209,São Paulo,255,4,4,0,15,true,true,400000,250000,,801600
2210,Belo Horizonte,217,4,3,4,12,true,true,264400,600000,,990100
2211,São Paulo,70,1,1,0,2,true,true,47200,187000,,236600
2212,São Paulo,25,1,1,0,1,true,true,0,88500,,89700
2213,Porto Alegre,110,3,3,0,1,true,true,40000,325000,,377300
2214,São Paulo,80,2,2,1,12,true,true,120000,1000000,,1144000
2215,São Paulo,260,3,5,0,-,true,true,0,900000,,977000
2216,São Paulo,50,2,2,1,10,true,true,62400,270000,,344100
2217,Campinas,60,2,1,1,1,true,true,43000,81500,,127100
2218,São Paulo,400,3,6,6,-,true,true,0,650000,,697300
2219,São Paulo,113,2,1,1,4,true,true,100000,300000,,408900
